,borough,type,site_name,borough_name,latitude,longitude
86,Islington,Community centres,Jean Stokes Community Centre,Islington,51.54065862388669,-0.1178398009995922
87,Islington,Community centres,Brunswick Estate Community Centre,Islington,51.52667670801121,-0.1017655795733373
88,Islington,Community centres,Chestnuts Community Centre,Islington,51.55517287187949,-0.09779499791972768
89,Islington,Community centres,Williamson Street Community Centre,Islington,51.55656779783988,-0.12071726570280193
90,Islington,Community centres,Birchmore Hall Community Hall,Islington,51.55897332969159,-0.09371248707569298
91,Islington,Community centres,Tompion Hall Community Centre,Islington,51.5260064388361,-0.10202413074364464
92,Islington,Community centres,Andover Estate Community Centre,Islington,51.56348140214092,-0.11333373886797796
93,Islington,Community centres,Barnsbury Estate Community Centre Hall,Islington,51.536084401104134,-0.11523119259483072
94,Islington,Community centres,Highbury Roundhouse Community Centre,Islington,51.55084870415097,-0.10397573582230586
95,Islington,Community centres,City of London Community Education Centre,Islington,51.523093257867814,-0.09539886798589092
96,Islington,Community centres,The Holloway Neighbourhood Group,Islington,51.55861541186336,-0.11718489883325345
97,Islington,Community centres,Bayes House Community Centre,Islington,51.543288411314656,-0.10969828613912744
98,Islington,Community centres,St Joan of Arc Community Centre,Islington,51.55591017740584,-0.09668232958682374
99,Islington,Community centres,Peel Institute Three Corners Centre,Islington,51.52535580327907,-0.10683735254479593
100,Islington,Community centres,York Way Estate,Islington,51.54697716607306,-0.12605963873177908
101,Islington,Community centres,Underground Youth Centre,Islington,51.54909905707696,-0.11537105858139315
102,Islington,Community centres,Mersey Estate TRA Flat,Islington,51.54888947227962,-0.11017281032643432
103,Islington,Community centres,Durham Road Community Room,Islington,51.56449688502108,-0.1132917320916419
104,Islington,Community centres,Bennett Court Community Centre,Islington,51.55998906076247,-0.11816692558743927
105,Islington,Community centres,Menard Court Community Centre,Islington,51.52698620828638,-0.09313149346002356
106,Islington,Community centres,St Lukes TRA Community Room,Islington,51.52636774873294,-0.08994245519659275
107,Islington,Community centres,Peregrine Hall Community Centre,Islington,51.52982226885682,-0.10053893895420904
108,Islington,Community centres,King Square Community Centre,Islington,51.52857985141963,-0.0976783920049852
109,Islington,Community centres,Betty Brunker Hall,Islington,51.52794831919943,-0.09257226012302874
110,Islington,Community centres,Brecknock Estate TRA Flat,Islington,51.553255355489426,-0.13347560059882355
111,Islington,Community centres,Harry Rice Hall Community Centre ,Islington,51.56402622688234,-0.14013327118283142
112,Islington,Community centres,Girdlestone Community Centre,Islington,51.56519091342079,-0.13929217436754973
113,Islington,Community centres,Holly Hall Community Centre,Islington,51.57338142862446,-0.11944691171230805
114,Islington,Community centres,Charles Rowan House TRA Flat,Islington,51.527367176047754,-0.10999765428736392
115,Islington,Community centres,Thornhill Houses TRA Flat,Islington,51.543038020618354,-0.11034322357107207
116,Islington,Community centres,Finsbury Unity Room,Islington,51.52640041971842,-0.10581368473932813
117,Islington,Community centres,Calcott Community Centre,Islington,51.56003346251028,-0.13785797607282746
118,Islington,Community centres,Hugh Cubitt Community Centre,Islington,51.5326242700085,-0.11535975594022273
119,Islington,Community centres,Liverpool Road Community Centre,Islington,51.54367093575215,-0.10665381637967826
120,Islington,Creative co-working desk space,Huckletree,Islington,51.519738752866154,-0.10203978938489687
121,Islington,Creative co-working desk space,The Green House,Islington,51.55292655811048,-0.08796441296850485
122,Islington,Creative co-working desk space,The Carlyle Group,Islington,51.550322667191274,-0.10815172828988867
123,Islington,Creative co-working desk space,Huckletree,Islington,51.52171001708211,-0.08666341749929961
124,Islington,Creative co-working desk space,Ark Coworking,Islington,51.53092501909971,-0.11818377787882635
125,Islington,Creative workspaces,The Bomb Factory Art Foundation Ltd,Islington,51.565810084737656,-0.1318504776643206
126,Islington,Creative workspaces,2northdown,Camden,51.53134605920968,-0.11920450371862852
127,Islington,Creative workspaces,Anomalous Collective,Islington,51.533730635419204,-0.10755673417253002
128,Islington,Creative workspaces,Tileyard Studios,Islington,51.54260107806594,-0.12289369316455274
129,Islington,Creative workspaces,Candid Arts Trust,Islington,51.5322243978205,-0.1050527695936668
130,Islington,Creative workspaces,The Lumen Studio,Islington,51.559943939355364,-0.11368202838069283
131,Islington,Dance performance venues,Islington Assembly Hall,Islington,51.544332193452284,-0.10361212675213433
132,Islington,Dance performance venues,Park Theatre,Islington,51.565635940947246,-0.10864188873866733
133,Islington,Dance performance venues,The King's Head Theatre,Islington,51.538303155854244,-0.10281017665850987
134,Islington,Dance performance venues,The Rosemary Branch,Islington,51.53762240943038,-0.08693312001556831
135,Islington,Dance performance venues,Kings Place,Islington,51.53499868568378,-0.12154839713330297
136,Islington,Dance performance venues,London Metropolitan University Graduate Centre,Islington,51.55147327374649,-0.11035420323320108
137,Islington,Dance performance venues,Lift Islington - Platform Theatre,Islington,51.56142487058539,-0.1157416039179951
138,Islington,Dance performance venues,Sadler's Wells Theatre,Islington,51.529429250417735,-0.1062646136474187
139,Islington,Dance performance venues,London Dance Academy,Islington,51.525559146599505,-0.0966222232486498
140,Islington,Dance performance venues,Pleasance,Islington,51.54876851276607,-0.121673379465882
141,Islington,Dance performance venues,Old Red Lion,Islington,51.53148185041091,-0.10584777886832213
142,Islington,Dance performance venues,Lilian Baylis Studio,Islington,51.529683816032346,-0.10587919015184068
143,Islington,Dance performance venues,Theatre Delicatessen (Guardian House),Islington,51.52322361924053,-0.10845386132237624
144,Islington,Dance rehearsal studios,The Basement Dance Studio,Islington,51.54869450673832,-0.12829680226078247
145,Islington,Dance rehearsal studios,"City Dance Academy  - THE IVORIES STUDIO 

",Islington,51.54180622218188,-0.09535275624030427
146,Islington,Dance rehearsal studios,The Factory,Islington,51.56635035774082,-0.12175694386633128
147,Islington,Dance rehearsal studios,Monkey House,Islington,51.560522215555174,-0.11497097841438045
148,Islington,Dance rehearsal studios,Pole People & Dance Studio,Islington,51.52102043440152,-0.09069966545046132
149,Islington,Dance rehearsal studios,London School of Capoeira,Islington,51.56707204013069,-0.11461367229775135
150,Islington,Dance rehearsal studios,Rehearsal space,Islington,51.52148240419818,-0.10198167974289048
151,Islington,Dance rehearsal studios,The Hope Theatre,Islington,51.543251943802936,-0.10354167675842328
152,Islington,Dance rehearsal studios,Out of Joint,Islington,51.56016472087733,-0.11399029301626044
153,Islington,Dance rehearsal studios,Union Chapel,Islington,51.54475877693107,-0.10274346921410946
154,Islington,Dance rehearsal studios,Urdang Academy,Islington,51.52694180131935,-0.10815553446981567
155,Islington,Dance rehearsal studios,Urdang 2,Islington,51.52995271556154,-0.1030421760834338
156,Islington,Dance rehearsal studios,Claremont Project Upper Hall,Islington,51.5325048801352,-0.1085015351595494
157,Islington,Dance rehearsal studios,The Peel ,Islington,51.52535580221016,-0.10683735434935968
158,Islington,Dance rehearsal studios,2 Northdown ,Islington,51.5313460581406,-0.1192045055231472
159,Islington,Dance rehearsal studios,London Metropolitan University Graduate Centre,Islington,51.55147327374649,-0.11035420323320108
160,Islington,Dance rehearsal studios,Lift Islington - Platform Theatre,Islington,51.56142487058539,-0.1157416039179951
161,Islington,Dance rehearsal studios,Sadler's Wells Theatre,Islington,51.529429250417735,-0.1062646136474187
162,Islington,Dance rehearsal studios,London Dance Academy,Islington,51.525559146599505,-0.0966222232486498
163,Islington,Dance rehearsal studios,Pleasance,Islington,51.54876851276607,-0.121673379465882
164,Islington,Dance rehearsal studios,Old Red Lion,Islington,51.53148185041091,-0.10584777886832213
165,Islington,Dance rehearsal studios,Lilian Baylis Studio,Islington,51.529683816032346,-0.10587919015184068
166,Islington,Dance rehearsal studios,Theatre Delicatessen (Guardian House),Islington,51.52322361924053,-0.10845386132237624
167,Islington,Fashion and design,Ari London,Islington,51.5273038836578,-0.08889407857070336
168,Islington,Fashion and design,Nylander Couture,Islington,51.54180622218188,-0.09535275624030427
169,Islington,Jewellery design,Aura Diamond Jewels Limited,Islington,51.52240591401424,-0.08963261527319999
170,Islington,Jewellery design,Buckle Up Limited,Islington,51.52485865723831,-0.0922545466284344
171,Islington,Jewellery design,Candymax Designs Limited,Islington,51.522592254408906,-0.08506956077438432
172,Islington,Jewellery design,Fos Jewellery Limited,Islington,51.524566973958606,-0.11201654858845887
173,Islington,Jewellery design,Gala Creations Limited,Islington,51.52097515704982,-0.10286766167290083
174,Islington,Jewellery design,Margot & Mila Ltd,Islington,51.54483565342429,-0.09916353028213808
175,Islington,Jewellery design,Maya Magal Jewellery Limited,Islington,51.54253757914818,-0.10329737306872093
176,Islington,Jewellery design,Rachel Jackson London Ltd,Islington,51.52002469586208,-0.1019269951555003
177,Islington,Jewellery design,Stephen Tyler Limited,Islington,51.52286663305564,-0.1080650295967223
178,Islington,Jewellery design,Treasure House Limited,Islington,51.52338219500648,-0.10268108657082656
179,Islington,Jewellery design,Multiple businesses ,Islington,51.52730388472637,-0.08889407676563492
180,Islington,Jewellery design,Multiple businesses ,Islington,51.52255041276349,-0.08746426402506906
181,Islington,LGBT+ night time venues,Central Station (King's Cross),Islington,51.53393266822713,-0.12203913489978647
182,Islington,LGBT+ night time venues,The Underground Club,Islington,51.53393266822713,-0.12203913489978647
183,Islington,LGBT+ night time venues,King's Head Theatre (Regular LGBTQ+ Programming),,51.53838383513018,-0.10283335323774992
184,Islington,LGBT+ night time venues,Kolis (Regular LGBTQ+ Programming),Islington,51.56610443450979,-0.13507698030572302
185,Islington,LGBT+ night time venues,The Garage (Regular LGBTQ+ Programming),Islington,51.54670842024193,-0.10371679469981024
186,Islington,Libraries,Finsbury Library,Islington,51.526487549151106,-0.10452699990419773
187,Islington,Libraries,Lewis Carroll Children's Library,Islington,51.53707078892725,-0.11729572444555003
188,Islington,Libraries,South Library,Islington,51.53903734783922,-0.09872745764657516
189,Islington,Libraries,West Library,Islington,51.54073985232338,-0.116178031044767
190,Islington,Libraries,Mildmay Library,Islington,51.5476061691845,-0.08430754848600175
191,Islington,Libraries,Islington Central Library,Islington,51.54923604460504,-0.10712946724683517
192,Islington,Libraries,John Barnes Library,Islington,51.55093872275794,-0.12579581843326124
193,Islington,Libraries,North Library,Islington,51.56041527433732,-0.12175612447341658
194,Islington,Libraries,N4 Library,Islington,51.563835637629396,-0.1035224305613082
195,Islington,Libraries,Archway Library,Islington,51.565680991114796,-0.13560724102262378
196,Islington,Makerspaces,"Here Today, Here Tomorrow",Islington,51.54619381403967,-0.07714109601679586
197,Islington,Museums and public galleries,The Estorick Collection of Modern Italian Art,Islington,51.543878331284176,-0.10057352817539772
198,Islington,Museums and public galleries,John WesleyÊ¼s House and The Museum of Methodism,Islington,51.52358674075504,-0.08704601327093675
199,Islington,Museums and public galleries,"Wesleyâs Chapel, Museum of Methodism and John Wesleyâs House",Islington,51.523766994043115,-0.08651948891867592
200,Islington,Museums and public galleries,London Canal Museum,Islington,51.53422325809266,-0.12029704979447432
201,Islington,Museums and public galleries,Museum of the Order of St John,Islington,51.521922621928816,-0.10251113787674047
202,Islington,Museums and public galleries,Charterhouse,Islington,51.52131610826995,-0.10004258270465136
203,Islington,Museums and public galleries,Islington Museum,Islington,51.526487549151106,-0.10452699990419773
204,Islington,Music (office based businesses),Negart Records Ltd,Islington,51.523417908804156,-0.10266518594020188
205,Islington,Music (office based businesses),Ok Media Ltd,Islington,51.5376810364343,-0.0949482554397762
206,Islington,Music (office based businesses),East City Management,Islington,51.53989488028346,-0.0884240713444513
207,Islington,Music (office based businesses),Autonomy Music Group,Islington,51.54256536512997,-0.12347202463180235
208,Islington,Music (office based businesses),Karma Artists Music Management,Islington,51.542761917629186,-0.12282938545254125
209,Islington,Music (office based businesses),Everybody's,Islington,51.54920230860253,-0.1005969378378122
210,Islington,Music recording studios,Syncbox Post,Islington,51.52436673508203,-0.10350509338889312
211,Islington,Music recording studios,Angel Recording Studios Ltd,Islington,51.53786433949495,-0.10236698807729787
212,Islington,Music rehearsal studios,Urdang2,Islington,51.527030043021995,-0.1080509567933946
213,Islington,Music rehearsal studios,The New Rose,Islington,51.53842953576909,-0.0989546859609032
214,Islington,Music rehearsal studios,John Henry,Islington,51.54553025442256,-0.12049434618450085
215,Islington,Music rehearsal studios,Strummers Studios,Islington,51.55079571149902,-0.11127657385595613
216,Islington,Music rehearsal studios,Islington Arts Factory,Islington,51.553728750458156,-0.12312788318905114
217,Islington,Music rehearsal studios,Storm Rehearsal Studios,Islington,51.564612532620295,-0.1323179745724433
218,Islington,Music venues (all),Slim Jim's Liquor Store,Islington,51.53799028164371,-0.10286487729993156
219,Islington,Music venues (all),Thousand Island,Islington,51.54674851266244,-0.10400200621906802
220,Islington,Music venues (all),South Place Hotel,Islington,51.51903607663397,-0.08647284327324027
221,Islington,Music venues (all),Beduin,Islington,51.51932216532835,-0.10352736600972358
222,Islington,Music venues (all),Fabric,Islington,51.519656575314656,-0.10251887997203404
223,Islington,Music venues (all),Reina Bar And Kitchen,Islington,51.519723575858,-0.1022133927571561
